VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPassengersideNotes,SideCrashPicture,SideCrashVideo,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,SidePoleCrashRating,SidePolePicture,SidePoleVideo,ComplaintsCount,RecallsCount,InvestigationCount,ModelYear,Make,Model,VehicleDescription,VehicleId,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,FrontCrashDriversideNotes,SideCrashDriversideNotes,SidePoleNotes,SideCrashPassengersideSafetyConcern,FrontCrashPassengersideNotes,SideCrashDriversideSafetyConcern,NHTSARearviewVideoSystems,FrontCrashDriversideSafetyConcern,NHTSAElectronicStabilityControl,RolloverNotes,SidePoleSafetyConcern,FrontPassengersideSafetyConcern,_BATCH_ID_,_BATCH_LAST_RUN_
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08781P087.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08781P086.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v08781C016.wmv,5,4,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08779P110.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v08779C012.wmv,5,Not Rated,0.095,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08783P076.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v08783C012.wmv,0,0,0,2019,GENESIS,G80,2019 Genesis G80 4DR AWD,13004,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08781P087.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08781P086.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v08781C016.wmv,5,4,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08779P110.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v08779C012.wmv,5,Not Rated,0.095,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v08783P076.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v08783C012.wmv,0,0,0,2019,GENESIS,G80,2019 Genesis G80 4DR RWD,13003,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09033P080.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09033P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09033C017.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09036P106.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09036C013.wmv,4,Not Rated,0.147,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09034P075.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09034C013.wmv,0,0,0,2019,HONDA,FIT,2019 Honda Fit 5 HB FWD,13013,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10131P006.JPG,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10131P080.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10131C017.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10132P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10132C013.wmv,4,Not Rated,0.136,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10130P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10130C013.wmv,0,0,0,2019,HONDA,ODYSSEY,2019 Honda Odyssey VAN FWD,13014,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10034P083.JPG,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10034P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10034C021.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10032P106.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10032C013.wmv,4,Not Rated,0.169,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10033P074.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10033C013.wmv,0,0,0,2019,HONDA,RIDGELINE,2019 Honda Ridgeline PU/CC FWD,13016,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10034P083.JPG,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10034P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10034C021.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10032P106.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10032C013.wmv,4,Not Rated,0.164,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v10033P074.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v10033C013.wmv,0,0,0,2019,HONDA,RIDGELINE,2019 Honda Ridgeline PU/CC FWD,13015,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,,Not Rated,Not Rated,0.0,0.0,Not Rated,,,0,0,0,2019,INFINITI,QX50,2019 Infiniti QX50 SUV AWD,13007,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,,Not Rated,Not Rated,0.0,0.0,Not Rated,,,0,0,0,2019,INFINITI,QX50,2019 Infiniti QX50 SUV FWD,13008,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09114P082.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09114P083.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09114C021.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09115P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09115C013.wmv,4,Not Rated,0.13,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09120P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09120C014.wmv,0,0,0,2019,KIA,SEDONA,2019 Kia Sedona VAN FWD,13002,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09157P086.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09157P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09157C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09159P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09159C012.wmv,4,Not Rated,0.158,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09158P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09158C012.wmv,0,0,0,2019,KIA,SORENTO,2019 Kia Sorento SUV AWD,13000,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09157P086.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09157P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09157C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09159P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09159C012.wmv,4,Not Rated,0.15,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2019/v09158P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2019/v09158C012.wmv,0,0,0,2019,KIA,SORENTO,2019 Kia Sorento SUV FWD,13001,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09252P002.jpg,5,4,5,4,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09252P001.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09252C001.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09254P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09254C012.wmv,4,Not Rated,0.107,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09253P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09253C012.wmv,0,0,0,2018,ACURA,ILX,2018 Acura ILX 4 DR FWD,12642,Optional,Optional,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P085.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08385C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08384P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08384C012.wmv,4,Not Rated,0.164,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08386P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08386C012.wmv,2,0,0,2018,ACURA,MDX,2018 Acura MDX SUV AWD,12644,Standard,Standard,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P085.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08385P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08385C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08384P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08384C012.wmv,4,Not Rated,0.164,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08386P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08386C012.wmv,2,0,0,2018,ACURA,MDX,2018 Acura MDX SUV FWD,12643,Standard,Standard,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,,Not Rated,Not Rated,0.0,0.0,Not Rated,,,0,0,0,2018,ACURA,NSX,2018 Acura NSX 2 DR AWD,12654,,,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P085.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08358C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09299P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09299C012.wmv,4,Not Rated,0.155,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09300P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09300C012.wmv,1,0,0,2018,ACURA,RDX,2018 Acura RDX SUV AWD,12002,Optional,Optional,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P085.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v08358P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v08358C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09299P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09299C012.wmv,4,Not Rated,0.164,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09300P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09300C012.wmv,1,0,0,2018,ACURA,RDX,2018 Acura RDX SUV FWD,12001,Optional,Optional,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09166P086.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09166P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09166C016.wmv,5,5,5,"Although not included in the star rating, the rear passenger's abdominal rib deflection was elevated. ",http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09168P001.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09168C011.wmv,5,Not Rated,0.097,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09167P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09167C012.wmv,0,0,0,2018,ACURA,RLX,2018 Acura RLX 4 DR FWD,12645,Standard,Standard,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P086.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09068C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09067P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09067C012.wmv,5,Not Rated,0.098,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09066P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09066C012.wmv,3,0,0,2018,ACURA,TLX,2018 Acura TLX 4 DR AWD,12003,Standard,Standard,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P086.jpg,5,5,5,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09068P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09068C016.wmv,5,5,5,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09067P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09067C012.wmv,5,Not Rated,0.098,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09066P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09066C012.wmv,3,0,0,2018,ACURA,TLX,2018 Acura TLX 4 DR FWD,12004,Standard,Standard,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P005.jpg,5,4,4,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P087.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09005C016.wmv,5,5,5,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09008P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09008C012.wmv,4,Not Rated,0.109,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09007P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09007C012.wmv,0,0,0,2018,AUDI,A3,2018 Audi A3 4 DR AWD,12279,Standard,Optional,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P005.jpg,5,4,4,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09005P087.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09005C016.wmv,5,5,5,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09008P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09008C012.wmv,4,Not Rated,0.109,0.0,5,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09007P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09007C012.wmv,0,0,0,2018,AUDI,A3,2018 Audi A3 4 DR FWD,12280,Standard,Optional,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,,Not Rated,Not Rated,0.0,0.0,Not Rated,,,0,0,0,2018,AUDI,A3,2018 Audi A3 C AWD,12375,Standard,Optional,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,,Not Rated,Not Rated,0.0,0.0,Not Rated,,,0,0,0,2018,AUDI,A3,2018 Audi A3 C FWD,12374,Standard,Optional,,,,,,,,,,,,,1.0,2020-12-12 23:03:37
